City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Westport,US,2020-04-19 01:56:02,41.14,-73.36,41.0,80,1,4.7
307,Casian,PH,2020-04-19 02:01:04,11.04,119.71,84.9,73,20,15.86
308,Chute-Aux-Outardes,CA,2020-04-19 01:59:10,49.12,-68.4,33.8,85,1,6.93
309,Severo-Kurilsk,RU,2020-04-19 02:01:08,50.68,156.12,33.4,92,81,17.72
310,Deniliquin,AU,2020-04-19 02:01:10,-35.53,144.97,64.0,41,3,3.0
311,Burley,US,2020-04-19 02:01:14,42.54,-113.79,60.8,14,1,8.05
312,Garowe,SO,2020-04-19 02:01:15,8.41,48.48,75.18,71,95,8.5
313,Carlisle,US,2020-04-19 01:58:56,40.2,-77.19,39.99,66,8,1.97
314,Kupang,ID,2020-04-19 02:00:24,-10.17,123.58,87.8,70,20,2.24
315,Alvorada,BR,2020-04-19 02:01:16,-12.48,-49.12,71.55,89,98,3.53
316,Svetlogorsk,BY,2020-04-19 02:01:18,52.63,29.73,34.25,84,70,6.51
317,Awjilah,LY,2020-04-19 02:01:20,29.11,21.29,61.81,46,21,6.49
318,Borogontsy,RU,2020-04-19 02:01:22,62.67,131.17,20.16,81,0,4.54
319,Thenzawl,IN,2020-04-19 02:01:24,23.32,92.75,73.4,73,75,3.36
320,Jacqueville,CI,2020-04-19 02:01:25,5.21,-4.41,84.2,83,40,6.93
321,Wawa,NG,2020-04-19 02:01:26,9.9,4.42,82.22,64,49,10.8
322,Laurens,US,2020-04-19 02:01:27,32.45,-82.92,63.0,87,1,5.35
323,Bengkulu,ID,2020-04-19 01:59:35,-3.8,102.27,86.88,61,52,1.03
324,Port Alberni,CA,2020-04-19 02:00:17,49.24,-124.8,52.05,79,61,2.8
325,Kununurra,AU,2020-04-19 02:01:28,-15.77,128.73,93.2,46,59,3.36
326,Tulum,MX,2020-04-19 02:01:29,20.22,-87.47,81.0,83,20,6.93
327,Port Lincoln,AU,2020-04-19 02:01:31,-34.73,135.87,68.38,50,99,16.08
328,Caravelas,BR,2020-04-19 02:01:33,-17.71,-39.25,76.19,79,82,15.93
329,Cabo San Lucas,MX,2020-04-19 01:59:28,22.89,-109.91,71.01,68,5,13.87
330,Gueret,FR,2020-04-19 02:01:35,46.17,1.87,55.4,87,100,11.41
331,Liverpool,GB,2020-04-19 02:01:36,53.41,-2.98,46.4,81,2,10.29
332,Saldanha,ZA,2020-04-19 01:57:52,-33.01,17.94,59.0,62,100,4.7
333,Cachoeira Do Sul,BR,2020-04-19 02:01:39,-30.04,-52.89,57.7,94,0,5.12
334,Luwuk,ID,2020-04-19 02:01:40,-0.95,122.79,85.82,68,42,1.05
335,Atar,MR,2020-04-19 02:01:41,20.52,-13.05,64.29,48,0,9.4
336,Valreas,FR,2020-04-19 02:01:42,44.38,4.99,55.99,93,100,4.7
337,Kavieng,PG,2020-04-19 02:01:42,-2.57,150.8,83.8,72,86,4.0
338,Tabou,CI,2020-04-19 02:01:43,4.42,-7.35,78.82,87,100,7.27
339,Porto Velho,BR,2020-04-19 02:01:45,-8.76,-63.9,78.8,74,40,3.36
340,Payson,US,2020-04-19 02:01:46,40.04,-111.73,54.0,54,40,4.7
341,Alta Floresta,BR,2020-04-19 01:59:52,-9.88,-56.09,71.6,89,58,3.69
342,Winnemucca,US,2020-04-19 02:01:47,40.97,-117.74,64.4,12,1,9.17
343,Mattru,SL,2020-04-19 02:01:47,7.62,-11.83,76.1,87,100,2.21
344,Xining,CN,2020-04-19 02:01:47,36.62,101.77,52.47,19,100,6.15
345,Fremont,US,2020-04-19 01:57:04,37.55,-121.99,61.0,55,1,13.87
346,Samarai,PG,2020-04-19 02:01:49,-10.62,150.67,84.92,70,36,5.1
347,Lagoa,PT,2020-04-19 02:01:50,39.05,-27.98,61.32,72,100,22.39
348,Pajan,EC,2020-04-19 02:01:51,-1.57,-80.42,73.6,84,28,2.24
349,Ilhabela,BR,2020-04-19 02:01:55,-23.78,-45.36,71.91,77,87,7.0
350,Qasigiannguit,GL,2020-04-19 02:01:59,68.82,-51.19,24.8,62,85,18.34
351,Bokoro,TD,2020-04-19 02:02:00,12.38,17.06,77.67,14,42,10.87
352,Kudahuvadhoo,MV,2020-04-19 02:02:00,2.67,72.89,84.02,76,100,13.31
353,Tautira,PF,2020-04-19 02:02:01,-17.73,-149.15,84.2,74,77,14.99
354,Namibe,AO,2020-04-19 02:00:06,-15.2,12.15,75.16,70,44,6.85
355,Razdolnoye,RU,2020-04-19 02:02:05,43.55,131.92,55.4,32,100,13.42
356,Ta Khmau,KH,2020-04-19 02:00:56,11.48,104.95,86.0,70,40,6.93
357,Santos Dumont,BR,2020-04-19 02:01:57,-21.46,-43.55,59.18,76,100,3.74
358,Sept-Iles,CA,2020-04-19 02:02:09,50.2,-66.38,30.2,80,75,8.05
359,Kalghatgi,IN,2020-04-19 02:02:11,15.18,74.97,83.98,50,35,2.3
360,Pali,IN,2020-04-19 02:02:11,25.77,73.33,86.13,25,95,3.6
361,Oneida,US,2020-04-19 02:02:11,43.2,-75.47,36.0,55,1,6.17
362,Chulman,RU,2020-04-19 02:02:12,56.85,124.91,17.28,81,100,17.02
363,Isangel,VU,2020-04-19 02:02:14,-19.55,169.27,82.4,78,75,13.87
364,Chara,RU,2020-04-19 02:02:16,56.91,118.26,17.08,70,100,8.08
365,Nibbar,TN,2020-04-19 02:02:18,36.29,8.77,60.8,93,97,2.24
366,Kruisfontein,ZA,2020-04-19 02:02:19,-34.0,24.73,65.25,35,1,7.34
367,Saint Anthony,US,2020-04-19 02:01:03,45.02,-93.22,55.4,35,20,13.87
368,Puerto Plata,DO,2020-04-19 02:02:21,19.79,-70.69,78.01,83,6,12.21
369,High Rock,BS,2020-04-19 02:02:22,26.62,-78.28,79.16,79,82,7.7
370,Paoua,CF,2020-04-19 02:02:22,7.24,16.44,73.76,63,100,5.46
371,Hermiston,US,2020-04-19 02:01:54,45.84,-119.29,60.8,48,1,20.8
372,La Cruz,MX,2020-04-19 02:02:23,23.92,-106.9,68.0,86,0,3.0
373,Gizo,SB,2020-04-19 02:02:24,-8.1,156.84,84.96,70,31,4.45
374,Palana,RU,2020-04-19 02:02:25,59.12,159.97,25.02,93,100,16.28
375,Mapastepec,MX,2020-04-19 02:02:25,15.43,-92.9,81.19,70,20,1.16
376,Paracuru,BR,2020-04-19 02:02:26,-3.41,-39.03,78.8,88,11,2.24
377,Korla,CN,2020-04-19 02:02:26,41.76,86.15,61.54,27,94,11.05
378,Boyolangu,ID,2020-04-19 02:02:30,-8.12,111.89,86.02,65,90,0.81
379,Baghdad,IQ,2020-04-19 02:02:00,33.34,44.4,59.0,62,0,3.36
380,Sumbe,AO,2020-04-19 02:02:32,-11.21,13.84,77.13,89,96,5.37
381,Wonthaggi,AU,2020-04-19 02:02:32,-38.6,145.59,59.0,92,59,3.0
382,Lasa,IT,2020-04-19 02:02:36,46.62,10.7,48.99,81,5,2.24
383,Zhuhai,CN,2020-04-19 02:02:40,22.28,113.57,78.8,100,20,5.82
384,Halifax,CA,2020-04-19 01:59:37,44.65,-63.57,34.0,73,100,1.99
385,Hermosillo,MX,2020-04-19 01:58:40,29.07,-110.97,79.0,17,0,5.99
386,Sarankhola,BD,2020-04-19 02:02:44,22.31,89.79,87.87,61,2,10.63
387,Kerema,PG,2020-04-19 02:02:46,-7.96,145.78,86.14,69,35,7.09
388,Fort Nelson,CA,2020-04-19 01:58:43,58.81,-122.7,60.8,26,40,12.75
389,Ryotsu,JP,2020-04-19 02:02:04,38.08,138.43,55.4,76,75,4.7
390,Axim,GH,2020-04-19 02:02:49,4.87,-2.24,80.37,86,60,7.09
391,Biltine,TD,2020-04-19 02:02:50,14.53,20.92,74.98,16,32,10.65
392,Dongsheng,CN,2020-04-19 02:02:50,39.82,109.98,57.36,22,34,24.4
393,Vranov,CZ,2020-04-19 02:02:53,48.89,15.81,52.0,95,93,2.91
394,Beringovskiy,RU,2020-04-19 02:02:55,63.05,179.32,21.36,97,100,17.0
395,Opuwo,NA,2020-04-19 02:02:56,-18.06,13.84,67.66,48,86,3.09
396,Florence,IT,2020-04-19 02:02:57,43.77,11.25,57.99,87,75,1.12
397,Kyshtovka,RU,2020-04-19 02:02:59,56.55,76.63,50.79,64,100,10.96
398,Vanimo,PG,2020-04-19 02:02:59,-2.67,141.3,87.17,63,27,1.81
399,Ayame,CI,2020-04-19 02:03:01,5.61,-3.16,75.54,94,9,2.91
400,Ekhabi,RU,2020-04-19 02:03:02,53.51,142.97,27.19,90,95,8.25
401,La Mana,EC,2020-04-19 02:03:04,-0.93,-79.22,50.0,81,40,11.41
402,Codrington,AU,2020-04-19 02:03:04,-38.27,141.97,61.88,57,87,7.52
403,Bonoua,CI,2020-04-19 02:03:05,5.27,-3.6,84.2,83,40,6.93
404,Talcahuano,CL,2020-04-19 02:03:06,-36.72,-73.12,55.2,85,32,8.03
405,San Rafael Del Sur,NI,2020-04-19 02:03:07,11.85,-86.44,87.8,40,20,6.93
406,Sagaing,MM,2020-04-19 02:03:07,21.88,95.98,80.6,47,20,3.36
407,Bheramara,BD,2020-04-19 02:03:10,24.02,88.99,85.3,65,5,12.35
408,Tuy Hoa,VN,2020-04-19 01:58:12,13.08,109.3,85.91,62,78,5.59
409,Pevek,RU,2020-04-19 02:03:15,69.7,170.31,5.32,92,45,6.51
410,Benghazi,LY,2020-04-19 02:03:15,32.12,20.07,60.49,57,27,8.03
411,Roma,US,2020-04-19 02:03:15,43.21,-75.46,35.6,55,1,5.73
412,Aksu,CN,2020-04-19 02:03:15,41.12,80.26,60.78,29,100,1.07
413,Gillette,US,2020-04-19 02:00:03,44.29,-105.5,44.6,75,75,12.75
414,Sabang,ID,2020-04-19 02:03:17,5.89,95.32,84.33,68,69,2.8
415,Dunedin,NZ,2020-04-19 02:00:22,-45.87,170.5,56.05,59,5,19.17
416,Road Town,VG,2020-04-19 02:03:19,18.42,-64.62,80.01,83,0,17.0
417,Verkhoyansk,RU,2020-04-19 02:03:20,67.54,133.38,5.25,75,21,2.1
418,San Jeronimo,PE,2020-04-19 02:03:21,-11.95,-75.28,46.18,28,83,2.3
419,Vanavara,RU,2020-04-19 02:03:21,60.34,102.28,28.51,82,0,5.08
420,Sur,OM,2020-04-19 02:03:23,22.57,59.53,84.31,42,33,6.26
421,Nabire,ID,2020-04-19 02:03:24,-3.37,135.48,84.88,67,100,1.19
422,Ayan,RU,2020-04-19 02:03:25,56.45,138.17,22.62,79,100,4.14
423,Uray,RU,2020-04-19 02:03:27,60.12,64.78,38.5,79,18,12.06
424,Barpathar,IN,2020-04-19 02:03:28,26.3,93.87,78.12,60,36,2.91
425,Hervey Bay,AU,2020-04-19 02:03:28,-25.3,152.85,75.99,88,90,5.82
426,Necochea,AR,2020-04-19 02:03:28,-38.55,-58.74,64.99,79,87,11.01
427,Neryungri,RU,2020-04-19 02:03:28,56.67,124.65,16.66,81,100,17.74
428,Vestmanna,FO,2020-04-19 02:02:25,62.16,-7.17,42.8,81,0,11.41
429,Valle De Allende,MX,2020-04-19 02:03:30,26.93,-105.4,67.48,17,18,12.91
430,Sulmona,IT,2020-04-19 02:03:30,42.05,13.93,53.6,87,100,2.24
431,Banda Aceh,ID,2020-04-19 02:03:31,5.56,95.32,86.23,66,76,2.98
432,Hithadhoo,MV,2020-04-19 02:03:34,-0.6,73.08,83.95,74,68,11.1
433,Luba,GQ,2020-04-19 02:03:34,3.46,8.55,78.8,100,20,4.7
434,Beloha,MG,2020-04-19 02:03:37,-25.17,45.05,69.04,83,0,10.6
435,Lamar,US,2020-04-19 02:03:38,33.67,-95.58,62.6,67,90,8.05
436,Abha,SA,2020-04-19 02:03:38,18.22,42.51,62.6,93,20,3.89
437,Kangshan,CN,2020-04-19 02:03:38,28.88,116.43,64.29,78,95,10.27
438,Gaozhou,CN,2020-04-19 02:03:38,21.94,110.85,83.5,67,46,11.14
439,Surt,LY,2020-04-19 02:03:39,31.21,16.59,61.23,67,0,11.79
440,Naze,JP,2020-04-19 02:03:43,28.37,129.48,75.2,78,75,16.11
441,Arlit,NE,2020-04-19 02:03:44,18.74,7.39,81.39,12,0,7.2
442,Hambantota,LK,2020-04-19 02:00:56,6.12,81.12,83.75,77,17,8.23
443,Palmer,US,2020-04-19 02:03:45,42.16,-72.33,36.0,89,1,5.3
444,Baker City,US,2020-04-19 02:01:55,44.77,-117.83,62.6,27,90,14.99
445,Acarau,BR,2020-04-19 02:03:47,-2.89,-40.12,76.32,85,12,1.52
446,Iranshahr,IR,2020-04-19 02:03:48,27.2,60.68,78.04,30,97,3.04
447,Malampaka,TZ,2020-04-19 02:03:48,-3.13,33.53,63.01,68,100,4.92
448,Kenora,CA,2020-04-19 02:02:24,49.82,-94.43,33.8,55,75,9.17
449,Wanaka,NZ,2020-04-19 02:03:49,-44.7,169.15,48.47,58,71,10.07
450,Puksoozero,RU,2020-04-19 02:03:51,62.59,40.61,28.98,96,85,3.6
451,Hirara,JP,2020-04-19 02:03:52,24.8,125.28,78.8,83,75,18.34
452,Zhezkazgan,KZ,2020-04-19 02:03:53,47.8,67.71,58.12,42,33,7.07
453,Imbituba,BR,2020-04-19 02:03:55,-28.24,-48.67,68.0,77,40,2.55
454,Havre-Saint-Pierre,CA,2020-04-19 02:03:57,50.23,-63.6,30.2,68,1,9.17
455,Kolondieba,ML,2020-04-19 02:03:58,11.09,-6.89,85.73,50,100,7.87
456,Zapolyarnyy,RU,2020-04-19 02:03:58,69.42,30.81,33.8,74,83,12.75
457,Digby,CA,2020-04-19 02:00:17,44.62,-65.77,37.99,75,96,5.01
458,Diffa,NE,2020-04-19 02:03:58,13.32,12.61,78.19,15,100,8.55
459,Daru,PG,2020-04-19 02:03:58,-9.08,143.21,85.95,68,83,6.04
460,Broken Hill,AU,2020-04-19 02:03:59,-31.95,141.43,64.4,48,0,5.82
461,Pangnirtung,CA,2020-04-19 02:04:01,66.15,-65.71,2.21,83,99,4.32
462,Fayaoue,NC,2020-04-19 02:04:03,-20.65,166.53,78.82,81,97,12.19
463,Cap Malheureux,MU,2020-04-19 02:04:08,-19.98,57.61,77.0,78,75,13.87
464,Muroto,JP,2020-04-19 02:00:33,33.28,134.15,66.2,45,40,8.05
465,Ugleuralskiy,RU,2020-04-19 02:04:09,58.95,57.58,34.0,98,80,3.0
466,Sibolga,ID,2020-04-19 02:04:11,1.74,98.78,87.78,60,28,1.63
467,Tigzirt,DZ,2020-04-19 02:04:12,36.89,4.12,69.89,55,100,9.57
468,Mugur-Aksy,RU,2020-04-19 02:04:13,50.35,90.5,33.91,34,0,4.68
469,Aguimes,ES,2020-04-19 02:04:14,27.91,-15.45,62.6,82,40,14.99
470,Eureka,US,2020-04-19 02:03:48,40.8,-124.16,54.0,76,100,2.42
471,Pustoshka,RU,2020-04-19 02:04:15,56.34,29.37,32.95,91,100,6.91
472,Poum,NC,2020-04-19 02:04:16,-20.23,164.02,79.25,76,33,10.2
473,Vadinsk,RU,2020-04-19 02:04:16,53.69,43.06,33.6,86,2,7.29
474,La Ronge,CA,2020-04-19 02:04:17,55.1,-105.28,32.0,94,75,4.7
475,Lola,GN,2020-04-19 02:04:18,7.8,-8.53,72.82,81,100,4.68
476,Vila,PT,2020-04-19 02:04:19,42.03,-8.16,48.2,100,90,2.24
477,Kamenka,RU,2020-04-19 02:04:23,51.32,42.77,34.0,81,0,3.0
478,Pitimbu,BR,2020-04-19 02:04:25,-7.47,-34.81,78.8,94,17,2.24
479,Pochutla,MX,2020-04-19 02:04:16,15.74,-96.47,84.0,69,30,5.12
480,Nguru,NG,2020-04-19 02:04:26,12.88,10.45,77.22,14,73,7.78
481,Chicama,PE,2020-04-19 02:04:27,-7.84,-79.15,73.06,73,47,6.13
482,Rawson,AR,2020-04-19 02:04:29,-43.3,-65.1,68.45,36,98,13.04
483,Phuthaditjhaba,ZA,2020-04-19 02:04:30,-28.52,28.82,48.24,47,1,1.12
484,Havelock,US,2020-04-19 02:04:31,34.88,-76.9,62.6,39,1,4.7
485,Westerland,DE,2020-04-19 02:04:33,54.91,8.3,39.0,79,0,5.01
486,Semypolky,UA,2020-04-19 02:04:34,50.72,30.93,32.0,71,40,2.24
487,Tommot,RU,2020-04-19 02:04:35,58.96,126.29,22.03,83,100,6.6
488,Praia Da Vitoria,PT,2020-04-19 01:59:37,38.73,-27.07,62.6,88,40,18.7
489,Xam Nua,LA,2020-04-19 02:04:36,20.42,104.04,84.99,32,54,6.02
490,Jiuquan,CN,2020-04-19 02:04:37,39.74,98.52,54.05,21,81,12.46
491,Khashuri,GE,2020-04-19 02:00:02,41.99,43.6,48.85,67,100,2.57
492,Phan Thiet,VN,2020-04-19 02:04:40,10.93,108.1,85.41,64,96,7.92
493,Biograd Na Moru,HR,2020-04-19 02:04:41,43.94,15.45,55.0,87,82,3.36
494,Kurchum,KZ,2020-04-19 02:04:41,48.57,83.65,50.85,39,90,4.05
495,Conde,BR,2020-04-19 02:04:41,-7.26,-34.91,78.8,94,36,2.24
496,Amga,RU,2020-04-19 02:04:42,60.9,131.96,20.95,80,56,6.51
497,Phuket,TH,2020-04-19 02:04:43,8.0,98.25,82.4,83,20,6.93
498,Fortuna,US,2020-04-19 02:04:43,40.6,-124.16,55.99,76,90,8.05
499,Finschhafen,PG,2020-04-19 02:04:44,-6.6,147.87,85.53,67,11,4.74
500,Asyut,EG,2020-04-19 02:04:46,27.18,31.18,62.6,59,0,11.41
501,Lavrentiya,RU,2020-04-19 02:04:50,65.58,-171.0,20.55,96,100,9.66
502,Ojinaga,MX,2020-04-19 02:04:51,29.57,-104.42,86.0,11,1,4.7
503,Sao Filipe,CV,2020-04-19 02:00:29,14.9,-24.5,71.11,73,11,17.74
504,Anaconda,US,2020-04-19 02:04:52,46.13,-112.94,50.0,34,90,8.05
505,Koulamoutou,GA,2020-04-19 02:04:53,-1.13,12.47,70.93,87,51,0.67
506,Leh,IN,2020-04-19 02:04:54,34.17,77.58,33.76,18,95,1.03
507,Kodiak,US,2020-04-19 02:04:55,57.79,-152.41,46.4,75,40,12.75
508,Tra Vinh,VN,2020-04-19 02:04:56,9.93,106.35,89.98,54,82,10.4
509,Weatherford,US,2020-04-19 02:03:50,32.76,-97.8,61.0,82,66,3.0
510,The Valley,AI,2020-04-19 02:04:57,18.22,-63.06,80.6,74,20,9.17
511,Gulbene,LV,2020-04-19 02:04:58,57.18,26.75,31.98,91,97,6.64
512,Port Augusta,AU,2020-04-19 02:04:58,-32.5,137.77,71.01,60,23,9.17
513,Dire,ML,2020-04-19 02:04:59,12.28,-10.97,81.3,24,15,3.96
514,Wau,SS,2020-04-19 02:05:00,7.7,28.0,74.79,39,92,4.74
515,Wajir,KE,2020-04-19 02:05:01,1.75,40.06,78.73,72,100,14.14
516,Avallon,FR,2020-04-19 02:05:01,47.48,3.9,55.99,86,86,1.79
517,Avera,US,2020-04-19 02:00:05,33.19,-82.53,60.8,55,1,3.36
518,Varlamovo,RU,2020-04-19 02:05:03,53.19,48.42,36.57,77,0,5.41
519,Morondava,MG,2020-04-19 02:05:04,-20.28,44.28,74.55,79,0,7.58
520,Goedereede,NL,2020-04-19 02:05:05,51.82,3.98,51.01,89,85,11.16
521,Cuiluan,CN,2020-04-19 02:05:05,47.72,128.65,64.15,25,100,13.51
522,Gonaives,HT,2020-04-19 02:05:07,19.45,-72.68,77.77,77,11,4.0
523,Iisalmi,FI,2020-04-19 02:05:09,63.56,27.19,32.0,97,6,8.05
524,Nome,US,2020-04-19 02:05:10,64.5,-165.41,36.0,100,90,9.17
525,Ocampo,MX,2020-04-19 02:05:13,21.65,-101.5,71.33,18,84,12.01
526,Hammerfest,NO,2020-04-19 02:05:14,70.66,23.68,37.4,93,97,27.51
527,Tarko-Sale,RU,2020-04-19 02:05:15,64.92,77.78,42.01,71,100,1.99
528,Shihezi,CN,2020-04-19 02:05:16,44.3,86.03,65.55,30,0,2.04
529,Manavalakurichi,IN,2020-04-19 02:05:16,8.13,77.3,84.2,79,75,4.7
530,Cikupa,ID,2020-04-19 02:03:35,-6.24,106.51,86.0,70,20,4.7
531,Dakar,SN,2020-04-19 02:03:00,14.69,-17.44,68.0,82,37,13.87
532,Kikwit,CD,2020-04-19 02:05:18,-5.04,18.82,71.19,80,99,1.05
533,Nola,IT,2020-04-19 02:05:19,40.92,14.53,60.01,78,100,1.99
534,Olafsvik,IS,2020-04-19 02:05:21,64.89,-23.71,35.8,83,94,9.84
535,Rosita,NI,2020-04-19 02:05:23,13.93,-84.4,72.19,86,6,1.59
536,Mbuji-Mayi,CD,2020-04-19 02:05:24,-6.15,23.6,70.29,78,100,5.64
537,Neklyudovo,RU,2020-04-19 02:05:25,56.41,43.98,37.0,100,20,4.47
538,Tabas,IR,2020-04-19 02:04:57,33.6,56.92,66.2,42,100,4.7
